n	slug	title	kind	category	sub	kb	file	ext_assets	tech
0	hx-time-machine-stack	[HorizonX] Time Machine Stack	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-tolva-roasters	[HorizonX] TOLVA Roasters	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-verve	[HorizonX] Verve	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-veyra	[HorizonX] Veyra	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-vibram	[HorizonX] VIBRAM	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-vitalsync	[HorizonX] VitalSync	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-voltara	[HorizonX] VOLTARA	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-vortex	[HorizonX] Vortex	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-waaw	[HorizonX] Waaw	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	hx-wildflower-meadow	[HorizonX] Wildflower Meadow	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react,dark
0	hx-zen-garden	[HorizonX] Zen Garden	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react,dark
0	hx-zyno	[HorizonX] Zyno	prose	HorizonX Library	horizonx	1	prompt.md		gsap,glass,tailwind,react
0	ms-3d-jack-portfolio-hero	3D Jack Portfolio	prose	Portfolio	hero	14	prompt.md	yes	framer-motion,io-reveal,h-scroll,marquee,cursor,tailwind,react,dark
0	ms-adhd-planner	ADHD Planner	prose	Mobile App	hero	9	prompt.md	yes	video-bg,io-reveal,tailwind,react,dark
0	ms-aetheris-voyage-hero	Aetheris Voyage	prose	Hero Section	hero	10	prompt.md	yes	framer-motion,video-bg,io-reveal,glass,tailwind,react
0	ms-agent-grove	Agent Grove	html-fragment	SaaS	hero	8	prompt.md	yes	video-bg,glass,tailwind,react,dark
0	ms-agent-wave	Agent Wave	prose	AI	hero	16	prompt.md	yes	three,webgl,h-scroll,mask,glass,dark
0	ms-ai-runtime	AI Runtime	fenced-code	AI	hero	9	prompt.md	yes	video-bg,io-reveal,react
0	ms-ai-workflow	AI Workflow Hero	fenced-code	Hero Section	hero	14	prompt.md	yes	canvas,video-bg,tailwind,react
0	ms-ai-workflow-agents	AI Workflow Agents	prose	SaaS	hero	3	prompt.md	yes	video-bg
0	ms-apex-saa-s	Apex SaaS	prose	SaaS	hero	5	prompt.md	yes	video-bg,h-scroll,glass,marquee,tailwind,react
0	ms-asme-hero	Asme	prose	Hero Section	hero	4	prompt.md	yes	video-bg,glass,tailwind,react,dark
0	ms-aurex-finance	Aurex Finance	fenced-code	Fintech	hero	29	prompt.md	yes	video-bg,keyframes,tailwind,react,dark
0	ms-autonomous-ops	Autonomous Ops	prose	SaaS	features	20	prompt.md		mask,dark
0	ms-church-community	Church Community	prose	Community	mobile	5	prompt.md		h-scroll,split-text,react
0	ms-club-x-investors	ClubX Investors	prose	Landing Page	landing-page	3	prompt.md	yes	keyframes
0	ms-convix-software-hero	SAAS Software	prose	SaaS	hero	5	prompt.md	yes	video-bg,react
0	ms-cyber-layer	Cyber Layer	fenced-code	Cybersecurity	hero	14	prompt.md	yes	video-bg,mask,dark
0	ms-data-signal	Data Signal	fenced-code	Analytics	hero	12	prompt.md	yes	video-bg,glass,dark
0	ms-design-pro-academy	DesignPro Academy	prose	Hero Section	hero	3	prompt.md	yes	framer-motion,video-bg,tailwind,react
0	ms-digital-director	Digital Director	prose	Portfolio	hero	10	prompt.md	yes	webgl,video-bg,tailwind,react,nextjs,dark
0	ms-dot-hero	Dot	prose	Hero Section	hero	4	prompt.md	yes	framer-motion,video-bg,tailwind,react
0	ms-f1-racing-hub	F1 Racing Hub	html-fragment	Mobile App	mobile	10	prompt.md	yes	h-scroll,glass,tailwind,react,dark
0	ms-fun-404-page	Fun 404 Page	prose	Education	hero	6	prompt.md	yes	mask,tailwind,react,dark
0	ms-growth-decisions	Growth Decisions	prose	SaaS	hero	11	prompt.md	yes	video-bg,mask,glass
0	ms-halo-usd-landing	USD Halo	prose	Landing Page	hero	8	prompt.md	yes	video-bg,marquee,tailwind,react,dark
0	ms-hr-saa-s-hero	HR SaaS Hero	prose	SaaS	hero	2	prompt.md	yes	video-bg,tailwind,react
0	ms-innovation-lab	Innovation Lab	prose	Technology	hero	7	prompt.md	yes	video-bg,mask,glass,keyframes,tailwind,react,dark
0	ms-intelligence-layer	Intelligence Layer	prose	Technology	hero	14	prompt.md	yes	video-bg,h-scroll,keyframes,dark
0	ms-intelligent-operations	Intelligent Operations	prose	Agency	hero	10	prompt.md	yes	canvas,particles,scroll-video,video-bg,io-reveal,tailwind,react
0	ms-luxury-editorial-ecommerce-design	Luxury Ecommerce Design	prose	Landing Page	landing	10	prompt.md	yes	video-bg,io-reveal,h-scroll,keyframes,tailwind,react,dark
0	ms-mind-body-healing	Mind-Body Healing	prose	Healthcare	hero	5	prompt.md	yes	video-bg,glass,tailwind,react
0	ms-mostar-guide	Mostar Guide	fenced-code	Travel	hero	28	prompt.md	yes	lenis,sticky-pin,glass,dark
0	ms-motionz-premium-landing-page	MotionZ Premium Landing Page	prose	Landing Page	landing-page	2	prompt.md		gsap,video-bg,mask,glass,bento,cursor,tailwind,react,dark
0	ms-neo-vision	NeoVision	prose	Landing Page	landing-page	8	prompt.md	yes	video-bg,tailwind,react,dark
0	ms-orbit-flora	Orbit Flora	fenced-code	AI	hero	9	prompt.md	yes	h-scroll,mask
0	ms-palomar-labs	Palomar Labs	prose	AI	hero	7	prompt.md	yes	video-bg,keyframes,tailwind,react
0	ms-personal-showcase	Personal Showcase	prose	Portfolio	hero	7	prompt.md	yes	h-scroll,marquee,tailwind,react,dark
0	ms-pet-diagnostics	Pet Diagnostics	fenced-code	Healthcare	features	18	prompt.md	yes	video-bg,h-scroll,glass,dark
0	ms-prisma-landing	Prisma Creative Studio	prose	Landing Page	hero	8	prompt.md	yes	framer-motion,video-bg,svg-filter,tailwind,react,dark
0	ms-quantum-lucid	Quantum Lucid	prose	SaaS	hero	22	prompt.md	yes	video-bg,h-scroll,mask,bento,tailwind,react,dark
0	ms-railroad.ai	Railroad.ai	prose	Hero Section	hero	4	prompt.md	yes	framer-motion,video-bg,glass,tailwind,react,dark
0	ms-real-time-alerts	Real-Time Alerts	fenced-code	Sign in	hero	21	prompt.md	yes	video-bg,mask,glass
0	ms-scaling-platform	Scaling Platform	prose	SaaS	hero	5	prompt.md	yes	video-bg,mask
0	ms-scroll-landing	Scroll Landing Page	prose	Interactive	hero	15	prompt.md	yes	gsap,scrolltrigger,framer-motion,scroll-video,video-bg,io-reveal,h-scroll,glass,split-text,keyframes,tailwind,react,dark
0	ms-sky-elite-private-jets	SkyElite Private Jets	prose	Landing Page	hero	2	prompt.md	yes	video-bg,tailwind,react
0	ms-skybridge-404	Skybridge 404	prose	404	hero	7	prompt.md	yes	video-bg,h-scroll,tailwind,react
0	ms-space-planet	Space planet	prose	3D	hero	32	prompt.md	yes	h-scroll,glass,keyframes,dark
0	ms-synth-mode	Synth Mode	prose	Fashion	hero	10	prompt.md	yes	mask,tailwind,react,dark
0	ms-talent-collective	Talent Collective	fenced-code	Agency	hero	9	prompt.md	yes	h-scroll,keyframes,tailwind,react
0	ms-task-engine	Task Engine	prose	SaaS	features	14	prompt.md		mask
0	ms-travel-hero	Scenic Travel	fenced-code	Landing Page	hero	21	prompt.md	yes	gsap,framer-motion,video-bg,mask,tailwind,react,nextjs,dark
0	ms-wellness-device	Wellness Devicex	prose	Healthcare	hero	7	prompt.md	yes	canvas,mask,glass,cursor,tailwind,react
0	ms-x-portfolio-hero	xPortfolio Hero	prose	Hero Section	hero	3	prompt.md	yes	video-bg,tailwind,react,dark
0	sup-account-setup-flow-goals-interests-card-based	[Superdesign] Account Setup Flow — Goals / Interests (Card-Based)	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-acid-yellow-neo-brutalist-mega-footer	[Superdesign] Acid-Yellow Neo-Brutalist Mega Footer	prose	Superdesign Canvas	superdesign	3	prompt.md		marquee
0	sup-ai-system-configuration-console	[Superdesign] AI System Configuration Console	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-anim-01	[Superdesign] Interactive Canvas Motion & Micro-interactions	prose	Superdesign Canvas	superdesign	1	prompt.md		webgl,tailwind,react,dark
0	sup-anim-02	[Superdesign] Glassmorphism UI Component Suite	prose	Superdesign Canvas	superdesign	1	prompt.md		webgl,glass,tailwind,react
0	sup-anim-03	[Superdesign] AI Prompt-to-Mockup Flow Generator	prose	Superdesign Canvas	superdesign	1	prompt.md		webgl,tailwind,react
0	sup-anim-04	[Superdesign] SaaS Hero & Interactive Feature Showcase	prose	Superdesign Canvas	superdesign	1	prompt.md		webgl,particles,tailwind,react
0	sup-anim-05	[Superdesign] Dark / Light Mode Theme Switching Engine	prose	Superdesign Canvas	superdesign	1	prompt.md		webgl,tailwind,react
0	sup-architectural-type-system-style	[Superdesign] Architectural Type System Style	prose	Superdesign Canvas	superdesign	5	prompt.md		bento,dark
0	sup-atelier-design-spoken-into-being-editorial-serif-burgundy	[Superdesign] Atelier — Design, Spoken Into Being (editorial serif / burgundy)	prose	Superdesign Canvas	superdesign	8	prompt.md		
0	sup-atelier-early-access-waitlist-minimal-graphite	[Superdesign] Atelier · Early Access (waitlist-minimal-graphite)	prose	Superdesign Canvas	superdesign	14	prompt.md		
0	sup-atlas-studio-charting-your-account-step-one-of-three	[Superdesign] Atlas Studio — Charting Your Account, Step One of Three	prose	Superdesign Canvas	superdesign	12	prompt.md		glass
0	sup-aura-audio-showroom	[Superdesign] Aura Audio Showroom	prose	Superdesign Canvas	superdesign	5	prompt.md		glass
0	sup-aurora-glass-sign-in-to-the-canvas	[Superdesign] Aurora Glass — Sign in to the canvas	prose	Superdesign Canvas	superdesign	8	prompt.md		glass,tailwind
0	sup-babybites-sophisticated-palette	[Superdesign] BabyBites - Sophisticated Palette	prose	Superdesign Canvas	superdesign	5	prompt.md		h-scroll,glass,bento,dark
0	sup-bold-editorial-design-style	[Superdesign] Bold Editorial Design Style	prose	Superdesign Canvas	superdesign	5	prompt.md		io-reveal
0	sup-bold-editorial-studio-style	[Superdesign] Bold Editorial Studio Style	prose	Superdesign Canvas	superdesign	5	prompt.md		h-scroll,marquee,cursor,dark
0	sup-bold-editorial-style	[Superdesign] Bold Editorial Style	prose	Superdesign Canvas	superdesign	5	prompt.md		bento
0	sup-brutalist-e-commerce-page	[Superdesign] Brutalist E-commerce Page	prose	Superdesign Canvas	superdesign	4	prompt.md		
0	sup-brutalist-style-ecommerce-page	[Superdesign] Brutalist Style Ecommerce Page	prose	Superdesign Canvas	superdesign	5	prompt.md		svg-filter
0	sup-calendar-ui-warm-editorial-week-planner	[Superdesign] Calendar UI: Warm Editorial Week Planner	prose	Superdesign Canvas	superdesign	10	prompt.md		
0	sup-card-grid-browse	[Superdesign] Card Grid Browse	prose	Superdesign Canvas	superdesign	4	prompt.md		h-scroll
0	sup-card-swap	[Superdesign] Card Swap	fenced-code	Superdesign Canvas	superdesign	12	prompt.md		gsap,framer-motion,3d-transform,tailwind,react
0	sup-champagne-noir-paywall-65a2fd	[Superdesign] Champagne Noir Paywall	prose	Superdesign Canvas	superdesign	3	prompt.md		
0	sup-chrome-extension-landing-page	[Superdesign] Chrome Extension Landing Page	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-cinematic-editorial-newsletter-email	[Superdesign] Cinematic Editorial Newsletter Email	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-cinematic-grayscale-newsletter-email	[Superdesign] Cinematic Grayscale Newsletter Email	prose	Superdesign Canvas	superdesign	4	prompt.md		dark
0	sup-cinematic-noir-style	[Superdesign] Cinematic Noir Style	prose	Superdesign Canvas	superdesign	5	prompt.md		3d-transform,dark
0	sup-cinematic-style	[Superdesign] Cinematic Style	prose	Superdesign Canvas	superdesign	5	prompt.md		gsap,glass,3d-transform,bento,dark
0	sup-claymorphism-mobile-app-pastel-habit-tracker-home	[Superdesign] Claymorphism Mobile App: Pastel Habit Tracker Home	prose	Superdesign Canvas	superdesign	8	prompt.md		dark
0	sup-coral-gradient-product-launch-email	[Superdesign] Coral Gradient Product-Launch Email	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-counter	[Superdesign] Counter	fenced-code	Superdesign Canvas	superdesign	10	prompt.md		framer-motion,react
0	sup-coverflow-carousels-that-turn-heads-dark-coverflow-aurora	[Superdesign] Coverflow — Carousels that turn heads (dark coverflow aurora)	prose	Superdesign Canvas	superdesign	29	prompt.md		mask,glass,3d-transform,tailwind,dark
0	sup-cream-and-sky-playful-saas-pricing	[Superdesign] Cream & Sky Playful SaaS Pricing	prose	Superdesign Canvas	superdesign	12	prompt.md		tailwind
0	sup-cream-paper-and-coral-mega-footer	[Superdesign] Cream Paper & Coral Mega Footer	prose	Superdesign Canvas	superdesign	4	prompt.md		tailwind
0	sup-create-your-account-promptly-split-image-emerald-sign-up	[Superdesign] Create your account · Promptly — split-image emerald sign-up	prose	Superdesign Canvas	superdesign	10	prompt.md		
0	sup-deep-red-style-5b01cb	[Superdesign] Deep Red Style	prose	Superdesign Canvas	superdesign	17	prompt.md		io-reveal,svg-filter,keyframes,tailwind,dark
0	sup-design-at-the-speed-of-thought-editorial-split-sign-up	[Superdesign] Design at the Speed of Thought — Editorial Split Sign-Up	prose	Superdesign Canvas	superdesign	18	prompt.md		glass,svg-filter,tailwind
0	sup-disruptor-beta-launch	[Superdesign] Disruptor Beta Launch	prose	Superdesign Canvas	superdesign	6	prompt.md		
0	sup-editorial-cream-ink-two-path-saas-pricing-3dee65	[Superdesign] Editorial Cream + Ink Two-Path SaaS Pricing	prose	Superdesign Canvas	superdesign	11	prompt.md		react
0	sup-editorial-crimson-dev-tool-pricing	[Superdesign] Editorial Crimson Dev-Tool Pricing	prose	Superdesign Canvas	superdesign	13	prompt.md		tailwind,react
0	sup-editorial-feature-announcement	[Superdesign] Editorial Feature Announcement	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-editorial-image-lightbox	[Superdesign] Editorial Image Lightbox	prose	Superdesign Canvas	superdesign	23	prompt.md		h-scroll,tailwind,dark
0	sup-editorial-music-player-now-playing	[Superdesign] Editorial Music Player (Now Playing)	prose	Superdesign Canvas	superdesign	3	prompt.md		
0	sup-editorial-saas-onboarding	[Superdesign] Editorial SaaS Onboarding	prose	Superdesign Canvas	superdesign	5	prompt.md		glass
0	sup-editorial-serif-receipt-email	[Superdesign] Editorial Serif Receipt Email	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-editorial-violet-saas-pricing-matrix	[Superdesign] Editorial Violet SaaS Pricing Matrix	prose	Superdesign Canvas	superdesign	12	prompt.md		tailwind,react
0	sup-electric-blue-studio-pricing-188a8f	[Superdesign] Electric-Blue Studio Pricing	prose	Superdesign Canvas	superdesign	13	prompt.md		tailwind
0	sup-electric-dark-usage-based-pricing-calculator-20e556	[Superdesign] Electric Dark Usage-Based Pricing Calculator	prose	Superdesign Canvas	superdesign	13	prompt.md		h-scroll,tailwind
0	sup-electric-lime-single-plan-saas-pricing	[Superdesign] Electric-Lime Single-Plan SaaS Pricing	prose	Superdesign Canvas	superdesign	9	prompt.md		
0	sup-emerald-4-tier-saas-pricing-table	[Superdesign] Emerald 4-Tier SaaS Pricing Table	prose	Superdesign Canvas	superdesign	11	prompt.md		tailwind
0	sup-exploded-view-assembly	"[Superdesign] ""Exploded View"" Assembly"	prose	Superdesign Canvas	superdesign	1	prompt.md		
0	sup-fintech-wallet-mobile-home-screen	[Superdesign] Fintech Wallet — Mobile Home Screen	prose	Superdesign Canvas	superdesign	3	prompt.md		glass
0	sup-folded-paper-club-invite-email	[Superdesign] Folded-Paper Club Invite Email	prose	Superdesign Canvas	superdesign	4	prompt.md		
0	sup-force-field-background	[Superdesign] Force Field Background	fenced-code	Superdesign Canvas	superdesign	19	prompt.md		particles,cursor,react,dark
0	sup-forge-launch-waitlist-dark-warm-ember	[Superdesign] Forge — Launch Waitlist (dark, warm-ember)	prose	Superdesign Canvas	superdesign	11	prompt.md		glass,tailwind
0	sup-formcraft-workspace-settings-cobalt-two-column	[Superdesign] Formcraft — Workspace Settings (cobalt two-column)	prose	Superdesign Canvas	superdesign	11	prompt.md		h-scroll,tailwind
0	sup-forms-that-feel-effortless-to-fill-fieldcraft	[Superdesign] Forms that feel effortless to fill — Fieldcraft	prose	Superdesign Canvas	superdesign	9	prompt.md		tailwind
0	sup-foundry-your-saas-site-designed-before-you-write-a-line	[Superdesign] Foundry: Your SaaS Site, Designed Before You Write a Line	prose	Superdesign Canvas	superdesign	9	prompt.md		
0	sup-gen-z-social-app	[Superdesign] Gen-Z Social App	prose	Superdesign Canvas	superdesign	6	prompt.md		h-scroll,marquee,bento
0	sup-gesture-first-navigation-system	[Superdesign] Gesture First Navigation System	html-fragment	Superdesign Canvas	superdesign	24	prompt.md		glass,keyframes,tailwind
0	sup-ghost-cursor	[Superdesign] Ghost Cursor	fenced-code	Superdesign Canvas	superdesign	20	prompt.md		three,shader,webgl,react
0	sup-glassmorphism-dashboard-frosted-sunrise-analytics-ui	[Superdesign] Glassmorphism Dashboard: Frosted Sunrise Analytics UI	prose	Superdesign Canvas	superdesign	12	prompt.md		glass
0	sup-glassmorphism-style	[Superdesign] Glassmorphism Style	prose	Superdesign Canvas	superdesign	6	prompt.md		glass,bento,keyframes,dark
0	sup-glow-cursor-button	[Superdesign] Glow Cursor Button	prose	Superdesign Canvas	superdesign	1	prompt.md		
0	sup-gooey-gradient-background	[Superdesign] Gooey Gradient Background	fenced-code	Superdesign Canvas	superdesign	10	prompt.md		h-scroll,svg-filter,keyframes,react
0	sup-graphic-comparison-report	[Superdesign] Graphic Comparison Report	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-gridwright-design-the-web-type-the-prompt-swiss-grid-signal-red	[Superdesign] Gridwright — Design the web, type the prompt (Swiss Grid / Signal Red)	prose	Superdesign Canvas	superdesign	13	prompt.md		sticky-pin
0	sup-high-contrast-landing-page	[Superdesign] High Contrast Landing Page	prose	Superdesign Canvas	superdesign	5	prompt.md		mask
0	sup-high-energy-onboarding	[Superdesign] High energy onboarding	prose	Superdesign Canvas	superdesign	4	prompt.md		glass
0	sup-horizontal-gallery	[Superdesign] Horizontal Gallery	prose	Superdesign Canvas	superdesign	1	prompt.md		gsap,scrolltrigger,react
0	sup-hover-reveal-effect	[Superdesign] Hover reveal effect	prose	Superdesign Canvas	superdesign	2	prompt.md		
0	sup-hyper-saturated-fluid	[Superdesign] Hyper-Saturated Fluid	prose	Superdesign Canvas	superdesign	5	prompt.md		mask,glass,dark
0	sup-hyper-speed-loading-state	[Superdesign] Hyper-Speed Loading State	prose	Superdesign Canvas	superdesign	9	prompt.md		h-scroll,svg-filter,keyframes,tailwind,dark
0	sup-hyperspeed-background	[Superdesign] Hyperspeed Background	fenced-code	Superdesign Canvas	superdesign	19	prompt.md		three,shader,webgl,canvas,framer-motion,tailwind,react,dark
0	sup-ink-and-acid-mono-sitemap-footer	[Superdesign] Ink & Acid Mono Sitemap Footer	prose	Superdesign Canvas	superdesign	4	prompt.md		glass
0	sup-interactive-card-stack	[Superdesign] Interactive Card Stack	fenced-code	Superdesign Canvas	superdesign	11	prompt.md		framer-motion,tailwind,react,dark
0	sup-interactive-folder	[Superdesign] Interactive Folder	fenced-code	Superdesign Canvas	superdesign	11	prompt.md		framer-motion,tailwind,react
0	sup-kinetic-orange-style	[Superdesign] Kinetic Orange Style	prose	Superdesign Canvas	superdesign	5	prompt.md		marquee
0	sup-laboratory-skincare	[Superdesign] Laboratory Skincare	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-landing-page-local-small-business	[Superdesign] Landing Page / Local Small Business	prose	Superdesign Canvas	superdesign	5	prompt.md		h-scroll,tailwind
0	sup-landing-page-real-estate	[Superdesign] Landing Page / Real-Estate	prose	Superdesign Canvas	superdesign	9	prompt.md		video-bg,tailwind
0	sup-ledgerline-deep-teal-mint-fintech-startup-dashboard-hero	[Superdesign] Ledgerline — Deep-Teal + Mint Fintech Startup (Dashboard Hero)	prose	Superdesign Canvas	superdesign	15	prompt.md		bento,tailwind
0	sup-light-beam-button	[Superdesign] Light Beam Button	fenced-code	Superdesign Canvas	superdesign	6	prompt.md		framer-motion,keyframes,tailwind,react,dark
0	sup-light-rays-background	[Superdesign] Light Rays Background	fenced-code	Superdesign Canvas	superdesign	17	prompt.md		shader,webgl,framer-motion,io-reveal,tailwind,react
0	sup-lightning-background	[Superdesign] Lightning Background	fenced-code	Superdesign Canvas	superdesign	10	prompt.md		shader,webgl,canvas,react,dark
0	sup-loam-warm-earthy-organic-agency-website	[Superdesign] Loam — Warm Earthy Organic Agency Website	prose	Superdesign Canvas	superdesign	10	prompt.md		h-scroll,tailwind
0	sup-loop-say-hello-we-dont-bite-friendly-illustrated-sky	[Superdesign] Loop · Say hello, we don't bite (friendly illustrated sky)	prose	Superdesign Canvas	superdesign	31	prompt.md		tailwind,dark
0	sup-lumina-saas-landing-page	[Superdesign] Lumina SaaS Landing Page	prose	Superdesign Canvas	superdesign	6	prompt.md		marquee,bento,dark
0	sup-luxury-focused-design-system	[Superdesign] Luxury-focused Design System	prose	Superdesign Canvas	superdesign	5	prompt.md		glass
0	sup-midnight-editorial-style-5f0a22	[Superdesign] Midnight Editorial Style	prose	Superdesign Canvas	superdesign	19	prompt.md	yes	io-reveal,glass,keyframes,tailwind,dark
0	sup-midnight-navy-fintech-pricing-656a6d	[Superdesign] Midnight Navy Fintech Pricing	prose	Superdesign Canvas	superdesign	11	prompt.md		tailwind
0	sup-minimalist-beta-capture	[Superdesign] Minimalist Beta Capture	prose	Superdesign Canvas	superdesign	6	prompt.md		glass,bento,tailwind
0	sup-minimalist-wireframe-login	[Superdesign] Minimalist Wireframe Login	prose	Superdesign Canvas	superdesign	4	prompt.md		
0	sup-modal-design-success-celebration-pastel-legibility-fixed	[Superdesign] Modal Design · success-celebration (pastel) — legibility fixed	prose	Superdesign Canvas	superdesign	19	prompt.md		glass,keyframes,dark
0	sup-momentum-ship-your-startup-launch-before-the-idea-cools	[Superdesign] Momentum — Ship Your Startup Launch Before the Idea Cools	prose	Superdesign Canvas	superdesign	14	prompt.md		h-scroll,tailwind,dark
0	sup-mosaic-grid-architecture-style	[Superdesign] Mosaic Grid Architecture Style	prose	Superdesign Canvas	superdesign	5	prompt.md		bento
0	sup-movie-poster-film-premiere-invite-email	[Superdesign] Movie-Poster Film Premiere Invite Email	prose	Superdesign Canvas	superdesign	4	prompt.md		
0	sup-multi-step-form-flow	[Superdesign] Multi-step Form Flow	prose	Superdesign Canvas	superdesign	19	prompt.md		tailwind
0	sup-nature-inspired-style	[Superdesign] Nature Inspired Style	prose	Superdesign Canvas	superdesign	5	prompt.md		glass,keyframes,dark
0	sup-neon-velocity-countdown	[Superdesign] Neon Velocity Countdown	prose	Superdesign Canvas	superdesign	5	prompt.md		io-reveal,glass,3d-transform,bento,dark
0	sup-neumorphism	[Superdesign] Neumorphism	prose	Superdesign Canvas	superdesign	10	prompt.md		keyframes,tailwind
0	sup-neural-noir-interface-style	[Superdesign] Neural Noir Interface Style	prose	Superdesign Canvas	superdesign	5	prompt.md		glass,dark
0	sup-palette-social-first-friendly-sign-up	[Superdesign] Palette — Social-first friendly sign-up	prose	Superdesign Canvas	superdesign	15	prompt.md		marquee,tailwind
0	sup-parallax-stars-background	[Superdesign] Parallax Stars Background	fenced-code	Superdesign Canvas	superdesign	6	prompt.md		particles,framer-motion,keyframes,tailwind,react
0	sup-pill-nav	[Superdesign] Pill Nav	fenced-code	Superdesign Canvas	superdesign	20	prompt.md		gsap,framer-motion,tailwind,react
0	sup-plume-sign-in-to-your-design-canvas	[Superdesign] Plume · Sign in to your design canvas	prose	Superdesign Canvas	superdesign	10	prompt.md		tailwind
0	sup-prism-frosted-glass-pastel-agency-studio	[Superdesign] Prism — Frosted-Glass Pastel Agency Studio	prose	Superdesign Canvas	superdesign	22	prompt.md		glass,bento,tailwind
0	sup-questions-set-in-serif-an-editorial-faq	[Superdesign] Questions, Set in Serif — An Editorial FAQ	prose	Superdesign Canvas	superdesign	8	prompt.md		
0	sup-red-noir-style	[Superdesign] Red Noir Style	prose	Superdesign Canvas	superdesign	29	prompt.md		mask,glass,bento,keyframes,tailwind,react,dark
0	sup-red-on-cream-editorial-announcement-email	[Superdesign] Red-on-Cream Editorial Announcement Email	prose	Superdesign Canvas	superdesign	4	prompt.md		
0	sup-rolodex-text	[Superdesign] Rolodex Text	prose	Superdesign Canvas	superdesign	1	prompt.md		3d-transform
0	sup-saas-landing-page-for-developer-tool	[Superdesign] SaaS Landing Page for Developer Tool	prose	Superdesign Canvas	superdesign	6	prompt.md		sticky-pin
0	sup-scroll-journey-line	[Superdesign] Scroll Journey Line	prose	Superdesign Canvas	superdesign	1	prompt.md		
0	sup-sectioned-index-page	[Superdesign] Sectioned Index Page	prose	Superdesign Canvas	superdesign	4	prompt.md		h-scroll,glass
0	sup-send-us-the-brief-brutalist-contact-form	[Superdesign] Send Us the Brief — Brutalist Contact Form	prose	Superdesign Canvas	superdesign	22	prompt.md		h-scroll,marquee,keyframes,tailwind
0	sup-shiny-text	[Superdesign] Shiny Text	fenced-code	Superdesign Canvas	superdesign	8	prompt.md		framer-motion,react
0	sup-sign-in-to-verdant-classic-split-emerald	[Superdesign] Sign in to Verdant — Classic Split (Emerald)	prose	Superdesign Canvas	superdesign	9	prompt.md		
0	sup-skeuomorphism-music-player-tactile-leather-and-brass-now-playing-ui	[Superdesign] Skeuomorphism Music Player: Tactile Leather and Brass Now Playing UI	prose	Superdesign Canvas	superdesign	10	prompt.md		glass,svg-filter
0	sup-slate-roi-calculator-pricing	[Superdesign] Slate ROI-Calculator Pricing	prose	Superdesign Canvas	superdesign	12	prompt.md		h-scroll
0	sup-softly-digital-wellness-app	[Superdesign] Softly - Digital Wellness App	prose	Superdesign Canvas	superdesign	5	prompt.md		h-scroll,svg-filter
0	sup-sunset-glow-wordmark-mega-footer	[Superdesign] Sunset Glow Wordmark Mega Footer	prose	Superdesign Canvas	superdesign	3	prompt.md		
0	sup-super-shampoo-high-conversion-lp	[Superdesign] Super Shampoo - High Conversion LP	prose	Superdesign Canvas	superdesign	5	prompt.md		glass,dark
0	sup-superdesign-editorial-waitlist	[Superdesign] Superdesign Editorial Waitlist	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-superdesign-setup-inline-preview	[Superdesign] Superdesign Setup - Inline Preview	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-swiss-grid-agency-layout	[Superdesign] Swiss Grid Agency Layout	prose	Superdesign Canvas	superdesign	23	prompt.md		h-scroll,marquee,keyframes,tailwind,dark
0	sup-synapse	[Superdesign] Synapse	prose	Superdesign Canvas	superdesign	6	prompt.md		h-scroll,glass,dark
0	sup-system-initialization-trust-and-transparency	[Superdesign] System Initialization - Trust & Transparency	prose	Superdesign Canvas	superdesign	5	prompt.md		
0	sup-system-interface-feature-announcement	[Superdesign] System Interface Feature Announcement	prose	Superdesign Canvas	superdesign	5	prompt.md		split-text,bento
0	sup-tablekit-the-data-table-your-team-actually-wants-to-live-in	[Superdesign] Tablekit — The data table your team actually wants to live in	prose	Superdesign Canvas	superdesign	9	prompt.md		h-scroll,tailwind
